id,keys,game
2305180021,"[[4, 3], [4, 3], [3], [3], [3], [3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [3], [3], [3], [], [], [2, 4], [2, 4], [2, 4], [2, 4], [2, 4], [2, 4], [0, 5, 2, 4], [0, 5, 2, 4], [0, 5, 2, 4], [0, 2, 4], [0, 2], [0, 2], [0, 2], [0, 2, 4], [0, 2, 4], [0, 2, 4], [0, 2, 4], [0, 2, 4], [0, 2, 4], [0, 2], [0, 2], [2], [2], [], [], [], [3], [3], [3]]",celest
2305180026,"[[3], [3], [3], [3], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180032,"[[], [], [], [4], [4], [4], [4], [3], [3], [3, 4], [3, 4], [3, 4], [3], [3], [3], [2], [2], [2], [], [], [], [], [], [], [], [], [], [], [], [], [], [3], [3], [3], [3], [3], [4, 3], [4, 3], [4, 3], [3], [3], [3], [3], [3], [3]]",celest
2305180037,"[[4, 2], [0, 4, 2], [0], [], [], [], [], [], [], [], [], [3], [3], [3], [3], [3], [3], [4, 3], [4, 3], [4, 3], [4, 3], [3], [3], [3], [3], [3], [4, 3], [4, 3], [4, 3], [3], [3], [3], [3], [3], [], [], [], [], [4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3]]",celest
2305180043,"[[3], [3], [4, 3], [4, 3], [4, 3], [4, 3], [3], [3], [3], [3], [3], [3], [4, 3], [4, 3], [4, 3], [3], [3], [3], [], [], [], [], [4], [3, 4], [3, 4], [3, 4], [3], [3], [3, 4], [3, 4], [3, 4], [3, 4], [3], [3], [2], [4, 2], [4, 2], [0, 4, 2], [0, 4, 2], [0, 5, 4, 2], [0, 5, 4, 2], [0, 5, 4, 2], [0, 5, 4, 2], [0, 5, 4, 2], [0, 2]]",celest
2305180048,"[[4, 3], [3], [3], [3], [3], [], [], [], [], [], [], [], [3, 4], [3, 4], [3, 4], [3, 4], [3], [3], [3, 4], [3, 4], [0, 2, 3, 4], [0, 2, 4], [0, 2, 4], [0, 2, 4], [0, 2], [2], [], [], [], [], [], [], [], [], [], [3], [3], [3], [3], [3], [3], [3], [3], [3], [4, 3]]",celest
2305180053,"[[2], [0, 2, 4], [0, 2, 4], [0, 2, 5, 4], [0, 2, 5, 4], [0, 2, 5, 4], [0, 2, 5, 4], [0, 2, 4], [0, 2, 4], [0, 2, 4], [0, 2, 4], [0, 2, 5, 4], [0, 2, 5, 4], [0, 2, 5, 4], [0, 2, 5, 4], [0, 2, 5, 4], [0, 2, 4], [0, 2], [2, 4], [2, 4], [2, 4], [3, 4], [3, 4], [3], [3], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [4]]",celest
2305180059,"[[0, 5, 4, 2], [0, 5, 4, 2], [0, 4, 2], [0, 4, 2], [0, 4, 2], [0, 4, 2], [0, 4, 2], [0, 4, 2], [0, 4, 2], [2], [], [], [], [], [], [], [], [], [], [], [], [], [], [3, 4], [3, 4], [3, 4], [0, 3, 4], [0, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 3, 4], [0, 3], [3], [3], [], [], [], [], [3], [3], [3], [3], [], []]",celest
2305180004,"[[4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [5, 4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4], [], [2], [2], [], [], [], [], [], [], [], [], [], [], [], [], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180009,"[[0, 3], [3], [3], [3], [], [], [2], [2], [2], [2], [], [], [], [], [], [], [], [4], [0, 4], [0, 4], [0, 4], [0, 4], [], [], [], [], [], [], [4], [0, 4], [0, 5, 4], [0, 5, 4], [0, 5, 4], [0, 5, 4], [0, 4], [0], [0], [], [3], [4, 3], [4, 3], [4, 3], [4, 3], [3], [2]]",celest
2305180015,"[[], [], [], [3], [3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [5, 4, 3], [5, 4, 3], [4, 3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [], [], [4], [0, 2, 4], [0, 5, 2, 4], [0, 5, 2, 4], [0, 5, 2, 4], [0, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [3], [], [], [], []]",celest
2305180020,"[[0, 3, 2, 4], [3, 4], [3, 4], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [3], [3], [3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [5, 4, 3], [5, 4, 3], [5, 4, 3], [5, 4, 3], [4, 3], [4, 3], [3], [3], [3], [3], [3], [3], [3], [], [], [], [], []]",celest
2305180026,"[[], [], [], [], [], [], [], [4], [3, 4], [0, 3, 4], [0, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 3, 4], [0, 3, 4], [], [], [], [3], [3], [3], [3], [3], [3], [3], [], [], [], [], [2, 4], [0, 2, 4], [0, 5, 2, 4], [0, 3, 5, 2, 4], [0, 3, 5, 2, 4], [0, 3, 5, 2, 4], [0, 3, 5, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 2, 4], [0, 3, 5, 2, 4], [0, 3, 5, 2, 4], [0, 3, 5, 2, 4]]",celest
2305180031,"[[0, 3], [3], [], [], [], [2], [0, 4, 2], [0, 4, 2], [0, 5, 4, 2], [0, 5, 4, 2], [0, 5, 4, 2], [0, 5, 4, 2], [0, 3, 5, 4, 2], [0, 3, 5, 4, 2], [0, 3, 4, 2], [0, 3, 4, 2], [0, 3, 2], [0, 3, 2], [3], [3], [3], [], [], [], [], [], [], [], [0, 4], [0, 4], [0, 4], [0, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 3, 4], [0, 3, 4], [0, 3], [0, 3], [0, 3, 4], [0, 3, 2, 4]]",celest
2305180037,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [3], [3], [4, 3], [4, 3], [4, 3], [5, 4, 3], [5, 4, 3], [5, 4, 3], [5, 4, 3], [5, 4, 3], [5, 4, 3], [5, 4, 3], [4, 3], [3], [3], [3], [3], [3], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180042,"[[], [], [4], [4], [4], [4], [4], [0, 4], [], [], [], [], [], [], [], [5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [2, 4], [2], [2], [2], [2], [2, 4], [2, 4], [2, 4], [2, 4], [0, 2, 4], [2, 4], [2, 4], [2, 4], [2, 4], [2, 4]]",celest
2305180047,"[[], [], [], [], [], [4], [3, 4], [0, 3, 4], [0, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 5, 3, 4], [0, 3, 4], [0, 3], [3], [3], [3], [3], [3], [3], [], [], [], [], [], [4], [5, 4], [5, 4], [0, 5, 4], [0, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 5], [5, 2], [5, 2], [5, 2], [5, 2], [5, 2], [], []]",celest
2305180053,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180058,"[[4], [5, 4], [0, 5, 4], [0, 5, 4], [0, 5, 4], [0, 3, 5, 4], [0, 3, 5, 4], [0, 2, 4], [2], [2], [2], [2], [2], [], [], [], [], [], [4], [4], [0, 5], [0, 5], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 4, 5, 3], [0, 4, 3], [0, 4, 3], [0, 4, 3], [0, 4, 3], [0, 4, 3], [0, 3], [3], [], [], [], [], [], [], [], [], []]",celest
2305180004,"[[], [], [], [], [], [], [], [], [], [], [], [4], [0, 4], [0, 4], [0, 5, 4], [0, 5, 4], [0, 5, 4], [0, 5, 4], [0, 5, 4], [0, 5, 4], [0, 4], [0, 3, 4], [3, 4], [3], [3], [3, 4], [3, 4], [3, 4], [3, 4], [2, 3, 4], [2, 4], [2, 4], [2, 4], [2, 4], [2, 4], [2, 4], [2, 4], [2, 4], [2, 4], [2], [], [], [], [], []]",celest
2305180009,"[[], [3, 5], [3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [0, 3], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [5, 3], [5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3]]",celest
2305180014,"[[5], [3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [0, 3], [3], [3], [], [], [], [], [], [3], [3], [3], [3], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180020,"[[5], [5], [5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180025,"[[], [], [], [], [0, 5], [0, 5], [5], [], [], [], [], [], [], [], [5], [], [], [], [], [], [], [], [], [], [], [], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0], [], [2], [2], [2], [2], [2], [], [], [], [], [], []]",celest
2305180031,"[[], [], [], [], [], [], [], [], [], [0], [0], [0], [0], [], [], [], [], [], [], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [], [], [], [], [], [], [], [], []]",celest
2305180036,"[[0], [0], [0, 5], [0, 5], [0, 5], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3]]",celest
2305180041,"[[0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [2], [2], [2], [2], [2], [2], [], [], [], [], [], [], [], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [0, 3], [0, 3], [3], [], [], [], [], [], []]",celest
2305180047,"[[0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [3], [3], [], [], [], [], [0], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 2, 3, 5], [0, 2, 5], [0, 2, 5], [0, 2], [0, 2], [0], [2], [2], [2], [2], [], []]",celest
2305180052,"[[5, 2], [5, 2], [5, 2], [5, 2], [5, 2], [2], [2], [2], [2], [2], [2], [2], [2], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3]]",celest
2305180058,"[[0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [3], [], [], [], [], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0], [0, 2], [0, 2], [0, 2], [0, 2], [0, 2], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180003,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [5], [0, 5]]",celest
2305180008,"[[], [], [], [], [3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [3], [], [], [], [], [], [], [], [], [], [], [], [], [5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0], [2], [2], [2]]",celest
2305180014,"[[0, 3, 5], [3, 5], [3, 5], [3, 5], [3], [], [], [], [], [2], [2], [], [], [], [], [], [], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3], [2], [2], [2], [2], [2], [2], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180019,"[[0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [2], [2], [2], [2], [2], [2], [], [], [3], [3], [5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [3], [], [], [], [], [], [], [], [], [], [], [3, 5], [3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5]]",celest
2305180025,"[[0, 5], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [0, 3], [0, 3], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [3], [3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [], [], []]",celest
2305180030,"[[], [], [], [], [], [], [], [], [2], [], [], [], [], [], [], [2], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [0, 3], [3], [3], [], [], [], [], []]",celest
2305180035,"[[], [], [], [], [], [], [], [], [], [], [], [0, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [0, 3], [0, 3], [0, 5, 3], [0, 3], [0, 3], [], [], [], [], [], [], [], [], [5], [5], [0, 5], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 5], [2, 5]]",celest
2305180041,"[[5, 3], [5, 3], [5, 3], [5, 3], [5, 3], [0, 3], [3], [], [], [], [], [], [], [], [], [], [3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [3], [3], [3], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180046,"[[], [], [], [3], [0, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [0, 3], [0, 3], [3], [3], [], [], [], [], [], [], [5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [5], [2], [2], [2], [2], [], [], [], [], [], [], []]",celest
2305180052,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180057,"[[], [], [], [], [], [], [], [], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [3], [3], [3], [3], [3, 5], [3, 5], [3, 5], [3, 5], [3, 5], [2, 5], [2], [], [], [2], [2], [2], []]",celest
2305180002,"[[3], [3], [3], [], [], [], [], [], [2], [2], [2], [3], [5, 3], [5, 3], [5, 3], [5, 3], [5, 3], [5, 3], [3], [3], [], [], [], [], [], [], [], [], [], [], [2], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180008,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [3], [3], [0, 3], [0, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [0, 3], [0, 3], [0, 3], [3], [3], [], [], [], [], []]",celest
2305180013,"[[], [], [2], [2], [2], [2], [2], [2], [2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [0, 3, 5, 2], [2], [], [], [2], [2], [], [], [], [], [], [], [], [3, 5], [3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [3], [3], [3]]",celest
2305180019,"[[0, 3], [0, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [0, 3], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [3], [3], [3], [3], [], [2], [2], [2], [2], [2], [2], [2], [5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2]]",celest
2305180024,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [5], [5], [3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [], [], [], [], [], [], [], [], [], []]",celest
2305180029,"[[], [], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [3], [3], [3], [3], [2], [2], [2], [2], [2], [2], [2], [5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 3, 2], [0, 3, 2], [0, 3, 2], [0, 3, 2], [0, 5, 3, 2], [5, 2], [2], [2], [0, 2], [0, 2], [0, 2], [0, 2], [0, 2], [3, 2], [3], [3], [3], [3], [3], [3]]",celest
2305180035,"[[3], [3], [0, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",celest
2305180040,"[[], [], [], [], [], [], [0], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 3, 5], [0, 3], [3], [], [], [], [2], [2], [], [], [], [], [2], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5]]",celest
2305180046,"[[], [], [0], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 3], [3], [3], [3], [], [], [2], [2], [], [], [], [], [], [], [], [0], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [], [], [], [3], [3], [], [], [], [], [], [2], []]",celest
2305180051,"[[0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0], [], [], [], [], [], [], [], [], [], [], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 5], [0, 3, 5], [0, 3, 5], [0, 3, 5], [0, 3], [3], [], [], [], [2], [2], [2], [5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 5, 2], [0, 3, 5, 2], [3, 5, 2], [3, 5], [3, 5], [3]]",celest
2305180056,"[[3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [3], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [3], [3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3], [0, 5, 3]]",celest
